MarriedID,MaritalStatusID,GenderID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,HispanicLatino,ManagerID,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,DaysLateLast30,Absences,Age,CitizenDesc_Non-Citizen,CitizenDesc_US Citizen,RaceDesc_Asian,RaceDesc_Black or African American,RaceDesc_Hispanic,RaceDesc_Two or more races,RaceDesc_White,RecruitmentSource_Diversity Job Fair,RecruitmentSource_Employee Referral,RecruitmentSource_Google Search,RecruitmentSource_Indeed,RecruitmentSource_LinkedIn,RecruitmentSource_On-line Web application,RecruitmentSource_Other,RecruitmentSource_Website
1,1,0,5,3,0,64704,0,9,0,10.0,5.0,4,0,0,2,38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,5,3,0,53997,0,20,0,19.0,4.0,5,0,0,4,38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,6,4,0,59067,0,19,0,2.0,5.0,3,0,4,2,35,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
0,1,0,6,3,0,47025,0,20,0,22.0,5.0,3,7,0,15,73,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
0,0,0,5,3,0,56475,0,18,1,22.0,2.0,3,0,0,2,44,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False
0,0,0,5,3,0,65198,0,20,1,11.0,4.0,4,5,0,15,38,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False
1,2,1,6,3,0,50853,0,19,0,14.0,4.0,3,0,2,11,56,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1,2,0,6,3,0,156489,1,19,0,22.0,5.0,5,0,5,3,41,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,6,4,1,58691,0,20,0,6.0,5.0,4,4,0,20,53,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
1,1,0,5,3,0,59218,0,3,0,21.0,3.0,3,0,0,7,44,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,5,3,0,68341,0,20,0,22.0,4.0,3,3,0,7,52,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,5,3,0,73523,0,23,0,12.0,4.0,3,1,0,3,33,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,5,3,0,81750,0,18,0,5.0,5.0,3,6,0,14,41,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
1,1,1,5,4,0,58656,1,23,0,2.0,4.0,3,0,0,3,46,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,6,3,0,59620,1,3,0,16.0,4.0,3,0,0,1,51,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
0,1,0,5,3,0,68108,1,3,0,1.0,2.0,3,0,0,20,41,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1,3,0,5,3,0,60575,0,3,0,19.0,5.0,3,7,0,15,45,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False
0,0,0,3,3,0,45539,0,22,0,4.0,4.0,5,4,0,7,42,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,1,5,3,0,63418,0,22,0,22.0,5.0,4,0,0,20,48,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0,1,3,3,0,53331,0,4,0,15.0,5.0,5,0,0,2,47,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0,2,1,6,3,0,65004,0,20,0,2.0,4.0,4,0,0,3,56,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
0,0,0,5,3,0,63083,0,19,0,19.0,4.0,5,0,2,17,51,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,2,1,4,3,0,64269,1,20,0,14.0,4.0,5,5,0,14,47,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
0,1,0,6,1,0,59517,0,4,0,11.0,5.0,4,6,0,7,46,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False
0,3,0,3,3,0,59985,0,19,0,2.0,3.0,4,0,0,4,49,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
0,0,1,4,3,1,169995,0,21,0,38.0,5.0,5,0,0,15,39,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,4,3,0,51496,1,19,0,12.0,5.0,3,8,0,15,37,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
0,1,0,5,3,0,52545,0,3,0,7.0,3.0,4,0,5,9,46,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,1,5,4,0,64521,0,18,0,16.0,4.0,2,0,5,15,48,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False
0,0,1,5,3,0,50739,0,20,0,19.0,5.0,3,0,0,1,56,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
0,0,0,5,3,0,63261,1,19,0,20.0,4.0,5,0,0,2,50,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False
1,3,1,5,3,0,56345,0,20,0,5.0,5.0,2,0,0,16,53,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,2,1,6,3,0,61188,1,3,0,12.0,5.0,3,0,0,3,41,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0,2,1,5,4,0,58298,0,19,0,21.0,2.0,5,0,0,12,36,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,1,3,3,0,45024,0,4,0,14.0,4.0,3,0,0,2,42,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,5,3,1,179693,1,19,0,22.0,4.0,5,0,0,4,42,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,0,4,3,0,67667,0,19,0,18.0,4.0,3,0,0,14,61,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,3,3,0,51589,1,20,0,18.0,5.0,5,4,0,14,40,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
0,4,1,5,3,0,59082,0,20,0,2.0,5.0,5,3,0,12,45,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
0,0,0,5,3,0,50501,1,19,0,11.0,5.0,5,0,0,7,56,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,5,3,0,56687,0,20,0,15.0,5.0,3,0,0,19,36,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
0,0,1,4,3,1,113844,1,19,0,20.0,5.0,3,0,0,7,58,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False
1,1,0,5,3,0,45818,0,18,0,20.0,4.0,5,0,0,7,38,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False
1,1,0,5,3,0,64450,1,20,0,19.0,5.0,5,0,0,4,47,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,3,2,0,52775,0,20,0,2.0,4.0,4,0,1,16,52,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,1,5,3,0,73727,0,19,0,3.0,5.0,3,0,2,3,39,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0,1,5,3,0,52997,0,14,1,18.0,4.0,4,0,0,2,33,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
1,1,1,5,3,0,48180,1,19,0,12.0,4.0,4,0,0,16,48,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
0,2,0,6,3,0,55970,0,20,0,13.0,4.0,3,0,0,12,43,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,1,3,0,64585,1,18,0,12.0,5.0,4,0,0,16,42,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
0,1,0,5,3,0,74218,1,19,0,1.0,5.0,5,5,0,5,36,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,2,0,6,3,1,58147,1,18,0,11.0,4.0,4,0,0,3,51,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False
1,3,0,5,3,0,67507,0,19,0,4.0,4.0,4,0,0,2,36,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,2,0,5,3,0,60937,0,9,0,11.0,5.0,5,0,0,16,72,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,5,4,0,52932,1,20,0,39.0,5.0,5,0,0,5,37,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,5,3,0,63988,0,20,0,18.0,5.0,5,0,0,13,41,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2,1,5,3,0,150209,1,21,1,9.0,2.0,3,0,0,7,52,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False
0,1,0,3,3,0,48577,0,19,0,17.0,3.0,3,4,0,7,39,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,1,0,5,3,0,149081,1,19,0,7.0,5.0,5,0,0,11,42,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,2,1,5,1,0,91871,0,20,0,7.0,4.0,3,6,0,11,36,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0,3,0,5,3,0,65965,0,20,0,10.0,3.0,4,3,0,19,46,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
1,2,1,5,3,0,64571,1,20,0,4.0,4.0,5,0,0,14,46,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,3,3,0,57232,0,3,0,19.0,4.0,4,0,0,19,47,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,1,5,3,0,75764,0,17,0,4.0,2.0,3,0,0,13,39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2,0,5,3,0,147007,0,20,0,19.0,5.0,5,0,0,9,43,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,3,3,0,98702,0,13,0,20.0,2.0,3,0,0,18,39,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False
1,0,1,5,4,0,67348,1,20,0,17.0,4.0,4,0,0,18,53,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False
0,1,0,5,3,0,65395,0,19,0,2.0,2.0,5,0,0,15,39,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False
1,0,0,5,3,0,75167,0,19,1,16.0,5.0,3,0,0,15,54,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,3,4,0,49518,0,9,0,18.0,2.0,4,0,0,6,48,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1,1,0,4,4,0,91480,0,25,0,16.0,5.0,5,0,6,6,37,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1,1,0,5,3,0,54244,0,19,0,2.0,4.0,5,6,0,6,37,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
1,1,0,5,3,0,61916,0,20,0,22.0,5.0,4,0,0,15,54,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False
0,0,0,5,3,0,72244,1,19,0,7.0,4.0,3,0,0,13,42,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,0,5,4,0,52692,1,19,0,10.0,2.0,3,0,0,13,39,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,0,5,3,1,52898,1,15,0,5.0,4.0,3,7,0,3,38,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False
1,0,1,3,3,0,87810,0,20,0,18.0,4.0,5,0,0,10,74,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
0,1,1,5,3,0,55218,0,20,0,16.0,5.0,5,0,0,19,56,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False
1,0,1,5,3,1,51964,0,19,0,21.0,4.0,5,0,0,7,38,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,5,4,1,59188,0,20,0,4.0,4.0,3,5,0,6,38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,6,3,0,83738,1,19,0,19.0,5.0,5,0,0,7,41,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
0,1,0,5,1,0,99868,1,18,0,18.0,4.0,4,5,2,18,39,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,1,6,4,0,51765,0,3,0,19.0,4.0,4,0,0,7,46,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,5,3,0,101470,0,19,0,11.0,5.0,3,4,0,17,38,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,6,1,0,66033,0,14,0,20.0,4.0,4,0,0,16,57,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
1,1,0,5,3,0,71046,1,24,0,9.0,4.0,4,0,0,14,47,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,5,3,0,48729,0,2,1,19.0,4.0,5,7,0,16,35,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False
0,0,1,5,3,0,104043,0,3,0,5.0,5.0,3,6,0,13,36,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,5,3,0,54964,1,28,1,19.0,4.0,4,4,0,8,58,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,1,5,3,0,50902,0,3,1,2.0,4.0,3,0,0,5,55,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,6,2,0,61061,0,19,0,15.0,3.0,2,0,0,19,55,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0,3,3,0,92559,1,3,0,6.0,4.0,5,0,0,16,37,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False
0,0,0,3,4,0,46354,0,16,0,40.0,4.0,3,0,0,18,47,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,5,3,0,51810,0,21,0,1.0,5.0,4,6,0,9,40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,5,4,0,64285,1,20,0,5.0,4.0,5,0,0,3,36,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
0,0,1,5,3,1,69656,0,24,1,2.0,5.0,3,0,0,17,45,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,1,0,5,3,0,52390,1,8,0,13.0,5.0,3,0,0,11,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,1,3,0,45728,0,20,0,5.0,3.0,5,0,0,14,46,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,5,4,1,54621,1,18,1,7.0,4.0,3,0,0,17,40,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1,1,1,5,3,0,59533,0,19,0,11.0,4.0,3,1,0,9,42,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False
0,1,0,5,3,0,50168,0,3,0,12.0,4.0,4,6,0,20,63,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,1,5,3,0,62976,0,20,0,18.0,4.0,5,0,4,18,39,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,5,3,1,63651,1,20,0,12.0,3.0,1,0,0,8,51,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0,1,5,3,0,90656,0,15,1,3.0,4.0,5,6,0,13,47,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0,2,1,5,3,0,100932,0,19,0,13.0,4.0,5,0,0,10,45,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False
1,4,1,5,3,1,69740,1,10,0,30.0,4.0,3,0,0,14,37,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False
1,1,1,4,3,0,61678,0,19,0,20.0,3.0,3,0,0,15,37,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False
0,1,0,4,3,0,46434,0,20,0,7.0,4.0,4,0,0,4,49,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
1,2,0,5,3,0,56488,1,3,0,12.0,4.0,4,0,0,7,54,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,5,3,0,67364,1,19,1,19.0,3.0,2,7,0,1,39,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,1,6,3,0,66300,1,19,0,4.0,5.0,3,5,0,4,56,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False
0,0,1,5,3,0,58398,0,3,0,22.0,5.0,3,3,0,18,52,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
1,0,1,5,3,0,54845,0,19,0,19.0,5.0,2,0,0,20,51,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,5,3,0,73726,0,19,0,22.0,4.0,4,0,0,11,74,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1,0,1,3,3,0,62819,0,20,0,20.0,4.0,5,0,0,7,56,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1,2,1,5,2,0,87787,0,18,0,9.0,4.0,3,0,0,7,53,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
0,4,1,5,3,0,97829,0,14,0,2.0,5.0,3,0,0,3,42,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
0,1,1,5,3,0,61774,0,1,0,12.0,1.0,3,0,0,9,56,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False
1,0,1,5,3,0,61724,0,19,0,0.0,5.0,4,0,0,14,40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,3,3,0,54716,1,19,0,21.0,3.0,3,0,0,9,46,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,3,1,0,71424,1,8,0,12.0,5.0,5,0,0,12,38,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,5,3,0,53924,1,23,0,4.0,4.0,4,0,3,4,42,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,2,4,0,56007,0,23,0,10.0,5.0,5,0,0,8,56,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
0,1,0,3,4,0,58451,0,18,0,4.0,5.0,3,0,0,19,50,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
0,1,0,3,3,0,63653,1,19,0,15.0,5.0,5,0,4,8,37,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,5,1,0,49845,1,20,0,22.0,5.0,4,6,0,4,47,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,1,4,3,0,54996,0,19,0,1.0,4.0,3,7,0,9,74,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1,0,0,5,3,0,51819,0,24,0,21.0,4.0,5,0,0,9,56,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,1,5,3,1,66318,0,5,0,16.0,3.0,4,0,0,2,36,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,5,1,0,56234,1,20,0,12.0,5.0,4,0,0,3,52,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
1,1,0,5,3,0,87266,0,19,0,10.0,5.0,4,0,0,2,42,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,5,1,0,51396,1,27,0,17.0,5.0,5,0,0,5,42,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False
0,0,0,6,4,0,62244,1,19,0,5.0,4.0,3,0,0,10,56,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1,0,5,3,0,50467,1,19,0,19.0,5.0,5,0,0,3,37,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,1,3,0,83647,1,19,0,21.0,4.0,5,0,0,17,47,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,1,5,3,0,156256,1,19,0,16.0,4.0,4,0,0,10,37,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
0,1,0,5,3,0,50517,0,7,0,14.0,4.0,3,0,0,8,42,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False
0,0,1,6,3,0,74116,0,18,0,14.0,5.0,4,5,0,8,39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,5,3,0,58211,1,19,0,39.0,4.0,3,0,0,10,47,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
1,1,0,5,3,0,88210,0,4,0,18.0,4.0,4,5,0,20,39,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,5,2,0,57942,1,20,0,13.0,5.0,5,6,0,2,50,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False
1,1,1,5,3,0,63397,1,19,0,18.0,4.0,5,0,0,19,33,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0,0,5,3,0,71029,0,22,0,39.0,4.0,5,0,0,11,41,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,1,1,3,0,58990,0,20,0,22.0,4.0,5,0,0,1,63,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,6,3,0,62870,0,4,0,19.0,5.0,4,5,0,15,57,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False
1,0,0,5,3,0,92961,1,18,0,3.0,4.0,3,6,0,17,47,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False
1,1,0,4,3,0,62802,0,18,0,13.0,3.0,5,0,0,7,44,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1,2,1,5,3,0,61761,1,19,1,12.0,5.0,4,0,0,20,36,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False
1,0,0,5,3,0,63995,0,20,0,11.0,4.0,4,6,2,4,51,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False
1,1,1,5,4,0,105123,0,19,0,6.0,4.0,5,0,0,18,36,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,2,0,1,3,0,53198,0,20,0,6.0,4.0,4,0,0,14,48,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
0,2,0,6,3,0,58988,0,20,0,15.0,5.0,5,0,0,16,43,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
1,2,1,6,3,0,56278,0,19,0,12.0,5.0,3,5,0,15,60,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False
1,1,1,5,4,0,65909,0,14,0,14.0,5.0,5,0,0,10,61,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
0,2,0,4,2,0,49785,0,19,0,6.0,5.0,4,0,0,7,46,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,0,1,3,0,61133,1,20,0,18.0,4.0,4,0,0,20,38,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,0,6,2,0,47631,0,20,0,16.0,3.0,3,0,0,18,36,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2,1,5,3,0,67507,0,19,0,20.0,4.0,3,6,0,1,65,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
0,1,0,3,3,0,61418,0,18,0,39.0,5.0,4,0,0,2,47,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,5,3,0,47305,0,20,0,17.0,4.0,4,0,0,2,41,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,1,3,3,0,99859,0,19,0,18.0,4.0,3,0,0,1,41,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,2,0,5,3,0,64919,1,20,1,19.0,3.0,4,0,0,5,39,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,0,6,3,0,62568,1,19,0,11.0,4.0,5,0,3,1,48,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,1,5,3,0,57046,0,19,0,2.0,5.0,4,0,4,6,55,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,1,3,4,0,72082,1,8,0,21.0,3.0,3,0,0,16,49,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,5,1,0,65542,0,14,0,11.0,4.0,3,0,0,7,38,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
0,0,1,3,3,0,67266,0,17,0,12.0,3.0,4,0,0,19,42,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,5,3,0,71605,0,19,0,21.0,5.0,3,0,0,17,55,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,3,1,5,3,0,90311,0,3,0,19.0,3.0,5,0,0,14,60,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,1,1,1,3,0,113542,0,4,0,20.0,5.0,3,0,0,15,43,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
0,3,0,5,3,1,58367,0,19,0,11.0,5.0,3,0,4,10,38,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False
1,0,1,5,2,1,74026,0,18,0,12.0,4.0,4,0,0,13,56,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
0,0,1,6,3,1,65139,0,3,0,22.0,4.0,5,6,0,9,52,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
0,0,0,6,3,0,46537,0,20,0,18.0,5.0,4,0,0,11,49,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,0,5,1,0,64281,0,3,0,14.0,4.0,3,0,6,14,42,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
0,3,0,6,3,0,50991,0,19,0,11.0,4.0,1,0,0,0,64,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,5,4,0,58597,1,4,0,19.0,5.0,4,6,3,20,49,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,5,3,0,57110,0,19,0,14.0,3.0,4,5,0,7,71,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,0,5,1,0,49703,0,19,0,20.0,4.0,5,0,0,16,36,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,1,5,4,0,58722,0,21,0,10.0,4.0,5,6,0,14,39,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
1,2,0,3,3,1,50899,0,20,0,18.0,5.0,3,0,0,20,45,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,5,3,0,83877,1,14,0,16.0,4.0,4,0,0,19,39,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
