MarriedID,MaritalStatusID,GenderID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,HispanicLatino,ManagerID,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,DaysLateLast30,Absences,Age,CitizenDesc_Non-Citizen,CitizenDesc_US Citizen,RaceDesc_Asian,RaceDesc_Black or African American,RaceDesc_Hispanic,RaceDesc_Two or more races,RaceDesc_White,RecruitmentSource_Diversity Job Fair,RecruitmentSource_Employee Referral,RecruitmentSource_Google Search,RecruitmentSource_Indeed,RecruitmentSource_LinkedIn,RecruitmentSource_On-line Web application,RecruitmentSource_Other,RecruitmentSource_Website
0,2,1,5,1,0,58129,1,20,0,14.0,4.1,3,0,0,9,47,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,0,1,5,4,0,68513,1,18,1,2.0,4.22,3,0,0,3,52,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0,0,0,3,2,0,141643,1,13,1,5.0,3.48,3,0,2,20,53,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0,0,0,3,4,0,97804,1,8,0,4.0,4.48,3,0,0,4,43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,4,0,5,2,0,64979,1,20,1,20.0,4.08,5,1,0,14,40,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,4,1,5,2,1,70052,0,20,1,16.0,3.28,3,0,0,15,43,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,4,1,5,4,0,50139,0,19,0,11.0,5.0,3,0,0,16,55,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,2,0,6,3,0,70333,1,3,0,17.0,4.46,3,0,0,15,38,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,3,0,5,4,0,59208,1,19,1,16.0,3.48,3,0,0,12,58,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,4,0,5,4,0,66442,1,20,0,,4.26,4,0,0,1,39,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
0,4,1,5,3,0,58236,0,19,1,18.0,4.4,3,0,0,20,44,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,4,1,5,3,0,60110,0,19,0,14.0,4.9,3,0,0,3,50,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,5,2,0,65789,0,18,1,2.0,4.8,4,0,0,17,51,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,1,5,3,0,63868,1,19,1,14.0,4.35,1,8,0,2,46,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,2,1,3,4,0,55092,0,15,1,7.0,1.16,5,0,0,8,38,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,4,0,5,4,0,62883,0,19,0,12.0,2.24,5,0,0,10,59,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,5,3,0,62400,1,20,0,19.0,3.42,4,0,6,14,49,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,4,1,5,4,1,51854,0,19,0,20.0,2.16,5,0,0,11,44,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,4,0,5,1,0,60839,0,19,1,20.0,4.98,3,0,0,9,35,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,1,1,5,4,0,63358,0,20,1,12.0,4.33,5,0,0,19,43,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,2,0,3,1,0,103928,1,27,1,4.0,4.96,3,0,0,11,50,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0,2,1,5,1,0,58699,1,19,1,20.0,1.88,4,0,0,2,45,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,3,0,5,3,0,54875,0,19,0,39.0,3.81,2,0,4,19,52,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,3,1,1,2,0,55244,1,2,0,1.0,3.77,3,0,0,7,36,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,0,3,1,0,89657,1,9,1,4.0,4.91,4,0,4,3,47,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,3,3,1,156996,1,13,1,5.0,2.41,5,0,0,14,41,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,1,5,3,0,56950,1,20,0,19.0,4.03,2,5,0,10,40,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,4,0,5,3,0,54786,0,19,1,16.0,3.4,3,0,0,1,47,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,4,1,5,3,0,61922,1,20,1,20.0,4.91,5,0,0,6,43,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,5,1,0,53861,1,19,0,12.0,4.02,4,0,0,7,56,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,3,1,5,2,0,60821,0,19,0,18.0,4.87,4,0,0,20,43,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,4,1,5,2,0,58519,1,19,0,19.0,4.25,4,0,0,13,55,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,2,1,6,1,0,60094,1,3,1,17.0,4.01,5,4,0,16,38,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,2,0,5,4,1,54542,0,19,0,39.0,3.47,2,0,2,14,39,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,2,1,5,2,0,51044,0,19,1,,4.98,5,0,0,16,52,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,1,0,5,4,0,58056,0,20,0,14.0,3.69,4,5,0,6,34,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,5,2,0,65884,1,20,0,19.0,3.01,5,0,0,20,51,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
0,4,0,4,1,0,110314,0,24,1,10.0,4.76,4,0,0,10,46,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,6,4,0,62274,1,3,0,21.0,4.21,5,0,0,8,33,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,5,3,0,60875,0,19,0,19.0,3.64,5,0,5,17,40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,4,0,5,1,0,63538,1,19,0,14.0,4.42,5,0,0,15,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,3,0,5,1,0,47012,0,19,1,11.0,4.12,3,0,0,14,61,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,2,0,5,3,0,46960,1,19,0,11.0,3.68,3,0,0,20,38,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,2,0,5,3,0,51394,0,19,0,,5.0,5,0,0,4,51,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,1,5,2,0,84346,1,18,1,2.0,4.54,5,0,0,6,42,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,6,2,1,72281,0,3,0,17.0,5.0,5,0,0,4,60,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0,3,1,3,3,1,93084,1,28,0,7.0,4.67,3,6,0,18,41,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
0,3,0,5,2,0,51703,1,19,1,22.0,5.0,3,0,3,4,50,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,3,1,5,2,0,58265,1,19,0,39.0,5.0,3,0,0,9,40,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0,2,0,6,1,1,56255,1,19,0,12.0,4.38,3,0,0,2,36,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,5,3,0,48204,1,19,1,12.0,4.44,3,0,0,20,56,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,3,1,6,4,0,71154,0,3,1,17.0,3.6,3,0,0,16,38,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,2,1,5,2,0,66110,0,20,0,,4.46,4,0,0,14,33,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,0,5,4,0,57864,0,19,1,16.0,5.0,3,0,0,1,48,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,5,2,0,52606,1,19,0,12.0,3.9,3,0,0,11,36,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
0,2,1,5,4,0,59846,0,19,0,20.0,4.98,3,0,0,12,34,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,3,1,3,1,0,81223,1,22,0,13.0,3.82,5,6,0,18,38,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,4,1,6,1,1,58216,0,3,1,17.0,3.02,5,6,0,6,33,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,3,1,5,4,0,58647,1,19,0,19.0,3.7,3,0,0,5,63,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1,1,0,6,3,0,62012,0,3,0,17.0,4.03,3,0,0,13,73,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,3,1,6,4,0,71059,0,3,0,17.0,5.0,3,0,0,13,64,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,2,0,5,4,0,73647,0,18,0,2.0,3.43,4,0,5,6,57,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,5,1,0,69820,1,20,0,16.0,3.17,5,0,0,17,41,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,5,3,0,49164,1,19,1,19.0,4.85,5,0,0,16,49,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,6,3,0,57529,1,3,0,21.0,2.1,5,5,0,16,50,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,3,1,6,1,0,74832,1,3,1,17.0,3.27,3,0,0,3,63,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1,1,0,5,4,0,64414,0,19,1,19.0,3.61,4,6,0,18,36,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,3,4,0,85040,0,28,1,7.0,3.27,5,0,0,11,74,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,2,0,5,3,0,61339,1,20,0,11.0,2.26,4,0,0,15,34,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0,3,1,3,1,0,114608,1,8,1,4.0,4.3,3,0,0,2,37,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0,2,1,6,4,0,67852,1,3,0,21.0,4.47,4,5,0,19,61,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,2,0,5,4,0,68678,1,20,0,22.0,4.43,4,4,0,11,49,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1,0,3,4,0,92562,1,9,1,4.0,4.77,3,0,0,17,39,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
0,4,0,5,4,0,61418,0,20,1,19.0,3.31,4,0,0,5,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,3,0,5,1,0,45885,0,19,1,20.0,4.74,3,0,0,14,53,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,4,0,5,3,0,52057,1,19,0,14.0,4.31,3,3,0,12,42,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,4,1,3,2,0,96222,0,8,1,4.0,4.67,5,0,0,3,41,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,5,2,0,63721,0,20,1,22.0,4.61,5,0,0,4,37,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,2,0,5,2,1,50414,0,19,0,39.0,4.95,3,0,0,4,34,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,5,4,0,58546,1,20,1,19.0,4.05,5,0,0,20,41,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,0,3,1,0,88092,0,9,0,4.0,3.19,5,0,0,4,57,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0,4,1,6,3,0,63944,1,3,1,21.0,4.15,3,0,0,11,56,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,5,1,0,72411,0,20,0,39.0,4.87,4,0,0,11,72,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,5,2,1,53051,0,19,0,22.0,5.0,4,5,0,16,49,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,1,5,3,0,61076,1,19,1,22.0,4.92,5,0,3,8,75,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,3,1,5,4,1,68035,0,20,0,11.0,4.85,4,5,0,3,37,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
0,4,1,5,1,0,55904,0,19,1,16.0,4.94,5,0,0,12,46,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,3,0,6,2,0,60986,1,3,1,17.0,4.02,5,0,5,9,71,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,2,1,3,4,0,149730,0,7,1,13.0,4.91,5,0,0,9,51,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
1,1,0,5,1,0,50429,1,19,0,12.0,4.1,5,6,0,2,44,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,4,0,6,3,0,69474,0,3,0,21.0,2.08,5,0,0,10,48,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,2,0,5,4,0,64336,1,19,1,12.0,5.0,5,0,0,5,38,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,6,1,0,60884,1,3,0,17.0,3.94,3,0,0,4,72,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,5,1,0,61551,0,19,0,19.0,3.47,4,0,0,14,41,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,3,1,5,4,0,60757,0,19,1,18.0,5.0,3,5,0,3,60,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,2,1,3,4,0,52081,0,14,0,6.0,4.7,3,0,0,14,37,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,5,4,0,53501,1,19,1,14.0,3.17,5,0,0,2,35,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,4,1,4,1,1,76529,1,25,0,5.0,3.73,4,0,0,16,57,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
0,0,1,3,2,0,91860,0,9,1,4.0,4.19,4,4,0,7,35,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,2,1,5,4,0,45813,0,19,1,14.0,4.98,5,0,0,15,37,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,3,0,5,1,0,55384,0,19,1,22.0,4.91,3,6,0,1,51,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0,0,5,4,0,53237,0,19,1,20.0,5.0,5,7,0,16,39,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,5,1,0,60200,0,19,0,16.0,2.11,4,0,0,5,34,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,2,1,5,1,0,63638,0,19,1,14.0,2.25,5,0,0,19,41,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0,1,5,4,0,54977,0,19,1,39.0,4.96,3,0,0,11,48,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,1,1,5,3,0,63962,1,20,0,18.0,3.98,3,0,0,7,44,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,5,2,0,60863,0,19,1,,3.63,5,0,0,19,44,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,0,3,2,1,84420,0,28,0,7.0,3.03,3,0,0,2,75,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,5,3,1,56066,0,19,1,19.0,4.75,4,0,0,4,38,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,2,0,5,1,0,62904,1,19,1,14.0,2.39,5,0,0,13,40,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,5,3,0,73248,1,18,0,2.0,3.41,4,0,0,14,55,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0,3,1,6,4,0,61899,0,3,0,21.0,4.42,3,0,0,17,36,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,4,1,5,4,0,54401,1,19,1,16.0,3.48,3,0,2,14,49,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,2,0,4,2,0,100244,0,24,0,10.0,4.66,3,0,0,4,41,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,3,1,5,3,0,68071,1,20,1,18.0,4.9,3,0,0,2,52,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,6,2,0,61266,1,3,1,17.0,3.99,4,0,6,4,70,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,1,0,5,3,0,58667,1,20,1,14.0,3.71,5,0,0,14,33,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,5,2,0,46766,0,19,0,20.0,3.32,5,4,0,6,39,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1,0,6,2,0,64523,0,3,1,21.0,4.03,3,0,0,17,58,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,1,0,3,3,0,99290,0,4,0,13.0,4.29,4,0,0,13,37,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,4,1,5,1,0,47414,1,19,1,14.0,5.0,4,0,0,18,44,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,3,0,5,3,0,46063,1,19,1,,4.54,4,4,0,11,52,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,2,1,6,4,0,71324,1,21,0,15.0,2.55,4,5,0,17,43,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,3,0,3,2,0,88347,1,22,1,13.0,5.0,5,0,0,18,57,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,3,0,5,2,0,67267,0,20,0,11.0,3.69,2,5,0,9,50,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,1,0,93146,1,23,1,2.0,4.16,3,0,0,15,41,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,5,2,0,47079,0,19,1,20.0,3.15,4,0,0,17,41,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0,4,1,5,3,0,66348,0,20,1,20.0,4.27,4,6,0,20,39,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1,1,1,5,4,0,64062,1,20,1,14.0,4.51,3,3,0,4,43,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,5,1,0,67188,0,20,0,22.0,4.6,4,0,5,16,48,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,2,0,5,2,1,55266,0,19,0,39.0,3.54,4,0,0,20,53,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,2,0,5,2,0,47414,1,19,1,14.0,4.85,5,0,0,6,40,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1,1,1,6,4,0,70932,1,3,1,21.0,2.07,4,0,0,1,51,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,3,1,5,1,1,46993,1,19,0,,4.26,3,0,6,12,54,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1,1,1,5,2,0,60590,0,19,1,12.0,4.23,4,0,0,9,49,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,5,1,0,69440,1,20,0,12.0,2.84,4,0,0,1,62,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,5,1,0,50254,1,19,1,12.0,4.12,5,0,0,15,47,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,1,0,6,2,0,58696,1,3,0,21.0,1.95,5,0,0,11,52,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,0,5,3,0,61590,0,19,0,22.0,2.95,3,0,0,2,40,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,3,1,5,2,0,68767,0,20,0,12.0,3.24,4,0,4,20,60,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,5,1,0,52373,0,19,1,14.0,4.45,4,0,0,6,41,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,2,1,5,3,0,69084,1,20,0,12.0,3.02,3,0,0,7,61,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0,4,1,5,4,0,60443,1,19,1,20.0,5.0,3,6,0,6,33,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0,3,1,5,1,0,55251,1,19,0,22.0,5.0,5,0,0,19,49,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,2,0,5,3,0,67884,1,20,1,12.0,3.03,4,0,0,9,59,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,3,1,3,1,0,105663,0,27,1,4.0,5.0,3,0,0,18,52,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,1,0,5,4,0,65357,1,20,0,30.0,3.09,5,3,0,16,43,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,0,5,2,0,74564,0,20,0,12.0,4.51,4,0,0,5,46,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,5,3,0,58145,1,19,1,20.0,2.06,4,0,0,6,47,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,3,1,6,3,0,61260,1,3,1,21.0,4.44,4,0,0,9,35,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1,1,5,1,0,47183,1,19,1,20.0,3.28,5,0,0,1,40,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,3,0,5,2,0,63077,0,19,1,11.0,4.54,3,0,6,16,52,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,5,4,0,62563,0,20,1,30.0,3.34,4,0,0,15,40,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,2,1,5,1,0,63014,0,19,1,14.0,4.33,5,5,0,16,49,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,2,0,5,2,0,67385,1,20,1,22.0,4.83,5,4,0,20,51,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,5,1,0,58606,0,20,1,19.0,4.2,5,5,0,17,39,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,5,3,0,45861,0,19,0,14.0,5.0,5,0,0,10,38,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,2,1,3,1,0,86741,0,22,0,13.0,4.92,3,0,0,1,56,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0,4,1,5,4,0,48219,0,19,1,18.0,2.68,4,4,0,16,56,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,0,6,1,0,64544,1,3,0,21.0,4.97,5,7,0,20,37,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,3,0,5,3,0,62748,0,19,0,20.0,4.12,1,6,0,3,40,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0,3,0,5,1,1,55134,0,19,0,22.0,4.25,5,0,0,1,46,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
1,1,1,3,3,1,87468,1,9,1,4.0,3.43,2,7,0,17,54,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
